date,product_id,product_category,sales_qty,price,store_id,day_of_week,month,quarter,is_weekend,is_holiday,base_demand,price_change_pct,weather_event,weather_intensity,natural_disaster,disaster_severity,festival_event,festival_impact_level,economic_event,economic_impact_score,combined_event_count,is_pre_event,is_post_event,sales_lag_7d,sales_lag_30d,rolling_avg_7d,rolling_avg_30d
2024-04-03,SKU041,Home,63,128.03,STORE_001,2,4,2,0,0,64,0.0,None,None,None,0,None,None,None,0,0,0,0,74.0,70.0,63.714285714285715,66.26666666666667
2024-04-03,SKU042,Clothing,81,368.63,STORE_001,2,4,2,0,0,71,0.0,None,None,None,0,None,None,None,0,0,0,0,61.0,78.0,75.42857142857143,77.5
2024-04-03,SKU043,Medicine,288,74.09,STORE_001,2,4,2,0,0,246,3.45,None,None,None,0,None,None,None,0,0,0,0,205.0,281.0,271.42857142857144,254.1
2024-04-03,SKU044,Medicine,80,139.88,STORE_001,2,4,2,0,0,92,0.0,None,None,None,0,None,None,None,0,0,0,0,101.0,94.0,91.14285714285714,96.93333333333334
2024-04-03,SKU045,Books,281,113.78,STORE_001,2,4,2,0,0,296,0.0,None,None,None,0,None,None,None,0,0,0,0,309.0,256.0,327.14285714285717,307.5
2024-04-03,SKU046,Home,187,162.74,STORE_001,2,4,2,0,0,232,0.0,None,None,None,0,None,None,None,0,0,0,0,275.0,204.0,238.71428571428572,239.73333333333332
2024-04-03,SKU047,Sports,154,450.81,STORE_001,2,4,2,0,0,162,0.0,None,None,None,0,None,None,None,0,0,0,0,131.0,176.0,175.14285714285714,169.76666666666668
2024-04-03,SKU048,Home,90,41.37,STORE_001,2,4,2,0,0,107,0.0,None,None,None,0,None,None,None,0,0,0,0,127.0,118.0,113.71428571428571,110.86666666666666
2024-04-03,SKU049,Medicine,110,298.34,STORE_001,2,4,2,0,0,108,0.0,None,None,None,0,None,None,None,0,0,0,0,119.0,124.0,111.0,114.93333333333334
2024-04-03,SKU050,Electronics,91,43.03,STORE_001,2,4,2,0,0,108,0.0,None,None,None,0,None,None,None,0,0,0,0,114.0,102.0,119.57142857142857,119.5
2024-04-04,SKU001,Clothing,65,373.36,STORE_001,3,4,2,0,0,56,0.0,None,None,None,0,None,None,None,0,0,0,0,49.0,47.0,55.857142857142854,58.1
2024-04-04,SKU002,Food,223,60.22,STORE_001,3,4,2,0,0,238,0.0,None,None,None,0,None,None,None,0,0,0,0,259.0,282.0,263.14285714285717,270.3333333333333
2024-04-04,SKU003,Medicine,64,240.37,STORE_001,3,4,2,0,0,72,-19.7,None,None,None,0,None,None,None,0,0,0,0,68.0,57.0,74.71428571428571,75.5
2024-04-04,SKU004,Clothing,101,124.0,STORE_001,3,4,2,0,0,105,0.0,None,None,None,0,None,None,None,0,0,0,0,86.0,103.0,113.14285714285714,108.93333333333334
2024-04-04,SKU005,Medicine,112,360.85,STORE_001,3,4,2,0,0,100,0.0,None,None,None,0,None,None,None,0,0,0,0,80.0,86.0,108.71428571428571,103.43333333333334
2024-04-04,SKU006,Books,86,230.11,STORE_001,3,4,2,0,0,106,0.0,None,None,None,0,None,None,None,0,0,0,0,121.0,115.0,107.71428571428571,109.63333333333334
2024-04-04,SKU007,Electronics,280,404.85,STORE_001,3,4,2,0,0,244,0.0,None,None,None,0,None,None,None,0,0,0,0,285.0,256.0,256.0,274.3
2024-04-04,SKU008,Sports,99,80.28,STORE_001,3,4,2,0,0,121,-6.84,None,None,None,0,None,None,None,0,0,0,0,103.0,133.0,124.28571428571429,128.53333333333333
2024-04-04,SKU009,Sports,69,55.45,STORE_001,3,4,2,0,0,76,0.0,None,None,None,0,None,None,None,0,0,0,0,66.0,84.0,80.71428571428571,76.93333333333334
2024-04-04,SKU010,Sports,212,139.62,STORE_001,3,4,2,0,0,204,0.0,None,None,None,0,None,None,None,0,0,0,0,237.0,198.0,214.85714285714286,216.4
2024-04-04,SKU011,Toys,224,71.16,STORE_001,3,4,2,0,0,187,0.0,None,None,None,0,None,None,None,0,0,0,0,157.0,216.0,207.71428571428572,195.23333333333332
2024-04-04,SKU012,Clothing,183,153.66,STORE_001,3,4,2,0,0,191,0.0,None,None,None,0,None,None,None,0,0,0,0,184.0,192.0,199.85714285714286,208.53333333333333
2024-04-04,SKU013,Sports,209,112.72,STORE_001,3,4,2,0,0,197,8.15,None,None,None,0,None,None,None,0,0,0,0,206.0,231.0,206.14285714285714,203.3
2024-04-04,SKU014,Home,217,151.8,STORE_001,3,4,2,0,0,247,0.0,None,None,None,0,None,None,None,0,0,0,0,239.0,273.0,254.0,253.3
2024-04-04,SKU015,Home,304,59.49,STORE_001,3,4,2,0,0,271,0.0,None,None,None,0,None,None,None,0,0,0,0,285.0,272.0,281.7142857142857,294.3333333333333
2024-04-04,SKU016,Sports,104,191.39,STORE_001,3,4,2,0,0,91,0.0,None,None,None,0,None,None,None,0,0,0,0,78.0,87.0,96.85714285714286,94.96666666666667
2024-04-04,SKU017,Beauty,210,468.96,STORE_001,3,4,2,0,0,229,0.0,None,None,None,0,None,None,None,0,0,0,0,265.0,222.0,223.85714285714286,240.3
2024-04-04,SKU018,Stationery,216,93.86,STORE_001,3,4,2,0,0,212,0.0,None,None,None,0,None,None,None,0,0,0,0,223.0,172.0,231.57142857142858,220.6
2024-04-04,SKU019,Food,150,195.93,STORE_001,3,4,2,0,0,168,0.0,None,None,None,0,None,None,None,0,0,0,0,142.0,144.0,174.42857142857142,181.76666666666668
2024-04-04,SKU020,Medicine,98,345.46,STORE_001,3,4,2,0,0,106,0.0,None,None,None,0,None,None,None,0,0,0,0,99.0,126.0,100.28571428571429,109.2
2024-04-04,SKU021,Electronics,90,412.68,STORE_001,3,4,2,0,0,108,0.0,None,None,None,0,None,None,None,0,0,0,0,112.0,120.0,106.14285714285714,113.63333333333334
2024-04-04,SKU022,Books,113,42.43,STORE_001,3,4,2,0,0,118,0.0,None,None,None,0,None,None,None,0,0,0,0,106.0,140.0,124.57142857142857,121.83333333333333
2024-04-04,SKU023,Stationery,272,388.41,STORE_001,3,4,2,0,0,274,7.36,None,None,None,0,None,None,None,0,0,0,0,285.0,316.0,274.57142857142856,286.73333333333335
2024-04-04,SKU024,Toys,171,443.49,STORE_001,3,4,2,0,0,151,0.0,None,None,None,0,None,None,None,0,0,0,0,152.0,173.0,167.57142857142858,162.03333333333333
2024-04-04,SKU025,Food,107,78.42,STORE_001,3,4,2,0,0,117,0.0,None,None,None,0,None,None,None,0,0,0,0,103.0,108.0,115.0,125.36666666666666
2024-04-04,SKU026,Medicine,99,376.04,STORE_001,3,4,2,0,0,117,0.0,None,None,None,0,None,None,None,0,0,0,0,135.0,132.0,119.85714285714286,119.96666666666667
2024-04-04,SKU027,Stationery,169,163.12,STORE_001,3,4,2,0,0,152,-12.95,None,None,None,0,None,None,None,0,0,0,0,126.0,158.0,164.42857142857142,158.16666666666666
2024-04-04,SKU028,Food,175,251.82,STORE_001,3,4,2,0,0,180,0.0,None,None,None,0,None,None,None,0,0,0,0,153.0,173.0,181.85714285714286,194.36666666666667
2024-04-04,SKU029,Clothing,105,333.61,STORE_001,3,4,2,0,0,89,5.09,None,None,None,0,None,None,None,0,0,0,0,78.0,102.0,103.42857142857143,95.63333333333334
2024-04-04,SKU030,Books,183,41.13,STORE_001,3,4,2,0,0,202,0.0,None,None,None,0,None,None,None,0,0,0,0,214.0,211.0,217.57142857142858,207.7
2024-04-04,SKU031,Toys,170,133.19,STORE_001,3,4,2,0,0,185,0.0,None,None,None,0,None,None,None,0,0,0,0,207.0,173.0,180.0,194.56666666666666
2024-04-04,SKU032,Electronics,184,363.15,STORE_001,3,4,2,0,0,224,0.0,None,None,None,0,None,None,None,0,0,0,0,263.0,237.0,249.14285714285714,249.56666666666666
2024-04-04,SKU033,Medicine,230,128.75,STORE_001,3,4,2,0,0,242,-8.52,None,None,None,0,None,None,None,0,0,0,0,217.0,278.0,264.57142857142856,256.26666666666665
2024-04-04,SKU034,Clothing,122,223.03,STORE_001,3,4,2,0,0,125,0.0,None,None,None,0,None,None,None,0,0,0,0,142.0,119.0,137.0,134.93333333333334
2024-04-04,SKU035,Beauty,283,255.29,STORE_001,3,4,2,0,0,298,0.0,None,None,None,0,None,None,None,0,0,0,0,353.0,343.0,315.42857142857144,306.96666666666664
2024-04-04,SKU036,Clothing,275,316.4,STORE_001,3,4,2,0,0,272,0.0,None,None,None,0,None,None,None,0,0,0,0,303.0,276.0,287.0,297.6666666666667
2024-04-04,SKU037,Medicine,166,107.47,STORE_001,3,4,2,0,0,205,0.0,None,None,None,0,None,None,None,0,0,0,0,177.0,205.0,217.14285714285714,217.2
2024-04-04,SKU038,Food,220,477.21,STORE_001,3,4,2,0,0,188,0.0,None,None,None,0,None,None,None,0,0,0,0,204.0,176.0,189.14285714285714,203.4
2024-04-04,SKU039,Electronics,223,168.84,STORE_001,3,4,2,0,0,203,0.0,None,None,None,0,None,None,None,0,0,0,0,198.0,164.0,211.57142857142858,221.76666666666668
2024-04-04,SKU040,Sports,309,492.81,STORE_001,3,4,2,0,0,274,0.0,None,None,None,0,None,None,None,0,0,0,0,248.0,278.0,304.2857142857143,292.9
2024-04-04,SKU041,Home,70,128.03,STORE_001,3,4,2,0,0,64,0.0,None,None,None,0,None,None,None,0,0,0,0,53.0,72.0,66.14285714285714,66.2
2024-04-04,SKU042,Clothing,57,368.63,STORE_001,3,4,2,0,0,71,0.0,None,None,None,0,None,None,None,0,0,0,0,62.0,68.0,74.71428571428571,77.13333333333334
2024-04-04,SKU043,Medicine,257,71.62,STORE_001,3,4,2,0,0,246,0.0,None,None,None,0,None,None,None,0,0,0,0,285.0,268.0,267.42857142857144,253.73333333333332
2024-04-04,SKU044,Medicine,102,139.88,STORE_001,3,4,2,0,0,92,0.0,None,None,None,0,None,None,None,0,0,0,0,90.0,83.0,92.85714285714286,97.56666666666666
2024-04-04,SKU045,Books,325,113.78,STORE_001,3,4,2,0,0,296,0.0,None,None,None,0,None,None,None,0,0,0,0,350.0,251.0,323.57142857142856,309.96666666666664
2024-04-04,SKU046,Home,236,162.74,STORE_001,3,4,2,0,0,232,0.0,None,None,None,0,None,None,None,0,0,0,0,223.0,272.0,240.57142857142858,238.53333333333333
2024-04-04,SKU047,Sports,190,450.81,STORE_001,3,4,2,0,0,162,0.0,None,None,None,0,None,None,None,0,0,0,0,186.0,166.0,175.71428571428572,170.56666666666666
2024-04-04,SKU048,Home,128,41.37,STORE_001,3,4,2,0,0,107,0.0,None,None,None,0,None,None,None,0,0,0,0,108.0,95.0,116.57142857142857,111.96666666666667
2024-04-04,SKU049,Medicine,104,298.34,STORE_001,3,4,2,0,0,108,0.0,None,None,None,0,None,None,None,0,0,0,0,91.0,111.0,112.85714285714286,114.7
2024-04-04,SKU050,Electronics,119,43.03,STORE_001,3,4,2,0,0,108,0.0,None,None,None,0,None,None,None,0,0,0,0,104.0,126.0,121.71428571428571,119.26666666666667
2024-04-05,SKU001,Clothing,66,373.36,STORE_001,4,4,2,0,0,56,0.0,None,None,None,0,None,None,None,0,0,0,0,50.0,63.0,58.142857142857146,58.2
2024-04-05,SKU002,Food,284,60.22,STORE_001,4,4,2,0,0,238,0.0,None,None,None,0,None,None,None,0,0,0,0,225.0,218.0,271.57142857142856,272.53333333333336
2024-04-05,SKU003,Medicine,83,299.34,STORE_001,4,4,2,0,0,72,0.0,None,None,None,0,None,None,None,0,0,0,0,66.0,81.0,77.14285714285714,75.56666666666666
2024-04-05,SKU004,Clothing,112,124.0,STORE_001,4,4,2,0,0,105,0.0,None,None,None,0,None,None,None,0,0,0,0,114.0,89.0,112.85714285714286,109.7
2024-04-05,SKU005,Medicine,119,360.85,STORE_001,4,4,2,0,0,100,0.0,None,None,None,0,None,None,None,0,0,0,0,102.0,109.0,111.14285714285714,103.76666666666667
2024-04-05,SKU006,Books,97,230.11,STORE_001,4,4,2,0,0,106,0.0,None,None,None,0,None,None,None,0,0,0,0,94.0,106.0,108.14285714285714,109.33333333333333
2024-04-05,SKU007,Electronics,198,404.85,STORE_001,4,4,2,0,0,244,0.0,None,None,None,0,None,None,None,0,0,0,0,215.0,271.0,253.57142857142858,271.8666666666667
2024-04-05,SKU008,Sports,109,86.18,STORE_001,4,4,2,0,0,121,0.0,None,None,None,0,None,None,None,0,0,0,0,123.0,103.0,122.28571428571429,128.73333333333332
2024-04-05,SKU009,Sports,80,55.45,STORE_001,4,4,2,0,0,76,0.0,None,None,None,0,None,None,None,0,0,0,0,89.0,73.0,79.42857142857143,77.16666666666667
2024-04-05,SKU010,Sports,164,139.62,STORE_001,4,4,2,0,0,204,0.0,None,None,None,0,None,None,None,0,0,0,0,217.0,173.0,207.28571428571428,216.1
2024-04-05,SKU011,Toys,199,71.16,STORE_001,4,4,2,0,0,187,0.0,None,None,None,0,None,None,None,0,0,0,0,197.0,155.0,208.0,196.7
2024-04-05,SKU012,Clothing,217,153.66,STORE_001,4,4,2,0,0,191,0.0,None,None,None,0,None,None,None,0,0,0,0,186.0,183.0,204.28571428571428,209.66666666666666
2024-04-05,SKU013,Sports,158,84.53,STORE_001,4,4,2,0,0,197,-18.89,None,None,None,0,None,None,None,0,0,0,0,173.0,218.0,204.0,201.3
2024-04-05,SKU014,Home,233,151.8,STORE_001,4,4,2,0,0,247,0.0,None,None,None,0,None,None,None,0,0,0,0,202.0,255.0,258.42857142857144,252.56666666666666
2024-04-05,SKU015,Home,277,59.49,STORE_001,4,4,2,0,0,271,0.0,None,None,None,0,None,None,None,0,0,0,0,229.0,324.0,288.57142857142856,292.76666666666665
2024-04-05,SKU016,Sports,93,204.62,STORE_001,4,4,2,0,0,91,6.91,None,None,None,0,None,None,None,0,0,0,0,94.0,107.0,96.71428571428571,94.5
2024-04-05,SKU017,Beauty,233,468.96,STORE_001,4,4,2,0,0,229,0.0,None,None,None,0,None,None,None,0,0,0,0,204.0,221.0,228.0,240.7
2024-04-05,SKU018,Stationery,206,93.86,STORE_001,4,4,2,0,0,212,0.0,None,None,None,0,None,None,None,0,0,0,0,236.0,212.0,227.28571428571428,220.4
2024-04-05,SKU019,Food,187,195.93,STORE_001,4,4,2,0,0,168,0.0,None,None,None,0,None,None,None,0,0,0,0,134.0,165.0,182.0,182.5
2024-04-05,SKU020,Medicine,105,345.46,STORE_001,4,4,2,0,0,106,0.0,None,None,None,0,None,None,None,0,0,0,0,90.0,106.0,102.42857142857143,109.16666666666667
2024-04-05,SKU021,Electronics,93,412.68,STORE_001,4,4,2,0,0,108,0.0,None,None,None,0,None,None,None,0,0,0,0,87.0,116.0,107.0,112.86666666666666
2024-04-05,SKU022,Books,125,42.43,STORE_001,4,4,2,0,0,118,0.0,None,None,None,0,None,None,None,0,0,0,0,119.0,95.0,125.42857142857143,122.83333333333333
2024-04-05,SKU023,Stationery,290,361.78,STORE_001,4,4,2,0,0,274,0.0,None,None,None,0,None,None,None,0,0,0,0,220.0,280.0,284.57142857142856,287.06666666666666
2024-04-05,SKU024,Toys,151,443.49,STORE_001,4,4,2,0,0,151,0.0,None,None,None,0,None,None,None,0,0,0,0,170.0,127.0,164.85714285714286,162.83333333333334
2024-04-05,SKU025,Food,108,78.42,STORE_001,4,4,2,0,0,117,0.0,None,None,None,0,None,None,None,0,0,0,0,107.0,98.0,115.14285714285714,125.7
2024-04-05,SKU026,Medicine,104,376.04,STORE_001,4,4,2,0,0,117,0.0,None,None,None,0,None,None,None,0,0,0,0,109.0,107.0,119.14285714285714,119.86666666666666
2024-04-05,SKU027,Stationery,181,187.38,STORE_001,4,4,2,0,0,152,0.0,None,None,None,0,None,None,None,0,0,0,0,151.0,128.0,168.71428571428572,159.93333333333334
2024-04-05,SKU028,Food,145,251.82,STORE_001,4,4,2,0,0,180,0.0,None,None,None,0,None,None,None,0,0,0,0,214.0,170.0,172.0,193.53333333333333
2024-04-05,SKU029,Clothing,101,317.45,STORE_001,4,4,2,0,0,89,0.0,None,None,None,0,None,None,None,0,0,0,0,94.0,72.0,104.42857142857143,96.6
2024-04-05,SKU030,Books,165,41.13,STORE_001,4,4,2,0,0,202,0.0,None,None,None,0,None,None,None,0,0,0,0,229.0,224.0,208.42857142857142,205.73333333333332
2024-04-05,SKU031,Toys,156,133.19,STORE_001,4,4,2,0,0,185,0.0,None,None,None,0,None,None,None,0,0,0,0,155.0,217.0,180.14285714285714,192.53333333333333
2024-04-05,SKU032,Electronics,189,312.75,STORE_001,4,4,2,0,0,224,-13.88,None,None,None,0,None,None,None,0,0,0,0,253.0,204.0,240.0,249.06666666666666
2024-04-05,SKU033,Medicine,248,140.74,STORE_001,4,4,2,0,0,242,0.0,None,None,None,0,None,None,None,0,0,0,0,289.0,265.0,258.7142857142857,255.7
2024-04-05,SKU034,Clothing,134,206.96,STORE_001,4,4,2,0,0,125,-7.21,None,None,None,0,None,None,None,0,0,0,0,136.0,103.0,136.71428571428572,135.96666666666667
2024-04-05,SKU035,Beauty,272,250.72,STORE_001,4,4,2,0,0,298,-1.79,None,None,None,0,None,None,None,0,0,0,0,248.0,275.0,318.85714285714283,306.8666666666667
2024-04-05,SKU036,Clothing,256,316.4,STORE_001,4,4,2,0,0,272,0.0,None,None,None,0,None,None,None,0,0,0,0,305.0,254.0,280.0,297.73333333333335
2024-04-05,SKU037,Medicine,237,107.47,STORE_001,4,4,2,0,0,205,0.0,None,None,None,0,None,None,None,0,0,0,0,208.0,232.0,221.28571428571428,217.36666666666667
2024-04-05,SKU038,Food,221,477.21,STORE_001,4,4,2,0,0,188,0.0,None,None,None,0,None,None,None,0,0,0,0,154.0,160.0,198.71428571428572,205.43333333333334
2024-04-05,SKU039,Electronics,164,168.84,STORE_001,4,4,2,0,0,203,0.0,None,None,None,0,None,None,None,0,0,0,0,165.0,214.0,211.42857142857142,220.1
2024-04-05,SKU040,Sports,251,492.81,STORE_001,4,4,2,0,0,274,0.0,None,None,None,0,None,None,None,0,0,0,0,248.0,292.0,304.7142857142857,291.53333333333336
2024-04-05,SKU041,Home,66,128.03,STORE_001,4,4,2,0,0,64,0.0,None,None,None,0,None,None,None,0,0,0,0,71.0,69.0,65.42857142857143,66.1
2024-04-05,SKU042,Clothing,62,368.63,STORE_001,4,4,2,0,0,71,0.0,None,None,None,0,None,None,None,0,0,0,0,76.0,74.0,72.71428571428571,76.73333333333333
2024-04-05,SKU043,Medicine,267,71.62,STORE_001,4,4,2,0,0,246,0.0,None,None,None,0,None,None,None,0,0,0,0,254.0,285.0,269.2857142857143,253.13333333333333
2024-04-05,SKU044,Medicine,102,139.88,STORE_001,4,4,2,0,0,92,0.0,None,None,None,0,None,None,None,0,0,0,0,85.0,75.0,95.28571428571429,98.46666666666667
2024-04-05,SKU045,Books,348,113.78,STORE_001,4,4,2,0,0,296,0.0,None,None,None,0,None,None,None,0,0,0,0,305.0,289.0,329.7142857142857,311.93333333333334
2024-04-05,SKU046,Home,239,162.74,STORE_001,4,4,2,0,0,232,0.0,None,None,None,0,None,None,None,0,0,0,0,268.0,193.0,236.42857142857142,240.06666666666666
2024-04-05,SKU047,Sports,139,450.81,STORE_001,4,4,2,0,0,162,0.0,None,None,None,0,None,None,None,0,0,0,0,172.0,131.0,171.0,170.83333333333334
2024-04-05,SKU048,Home,113,41.37,STORE_001,4,4,2,0,0,107,0.0,None,None,None,0,None,None,None,0,0,0,0,95.0,118.0,119.14285714285714,111.8
2024-04-05,SKU049,Medicine,127,298.34,STORE_001,4,4,2,0,0,108,0.0,None,None,None,0,None,None,None,0,0,0,0,107.0,114.0,115.71428571428571,115.13333333333334
2024-04-05,SKU050,Electronics,110,43.03,STORE_001,4,4,2,0,0,108,0.0,None,None,None,0,None,None,None,0,0,0,0,119.0,90.0,120.42857142857143,119.93333333333334
2024-04-06,SKU001,Clothing,70,373.36,STORE_001,5,4,2,1,0,56,0.0,None,None,None,0,None,None,None,0,0,0,0,56.0,74.0,60.142857142857146,58.06666666666667
2024-04-06,SKU002,Food,290,60.22,STORE_001,5,4,2,1,0,238,0.0,None,None,None,0,None,None,None,0,0,0,0,309.0,365.0,268.85714285714283,270.03333333333336
2024-04-06,SKU003,Medicine,99,299.34,STORE_001,5,4,2,1,0,72,0.0,None,None,None,0,None,None,None,0,0,0,0,97.0,102.0,77.42857142857143,75.46666666666667
2024-04-06,SKU004,Clothing,131,124.0,STORE_001,5,4,2,1,0,105,0.0,None,None,None,0,None,None,None,0,0,0,0,133.0,110.0,112.57142857142857,110.4
2024-04-06,SKU005,Medicine,120,360.85,STORE_001,5,4,2,1,0,100,0.0,None,None,None,0,None,None,None,0,0,0,0,129.0,131.0,109.85714285714286,103.4
2024-04-06,SKU006,Books,111,230.11,STORE_001,5,4,2,1,0,106,0.0,None,None,None,0,None,None,None,0,0,0,0,112.0,125.0,108.0,108.86666666666666
2024-04-06,SKU007,Electronics,340,404.85,STORE_001,5,4,2,1,0,244,0.0,None,None,None,0,None,None,None,0,0,0,0,289.0,359.0,260.85714285714283,271.23333333333335
2024-04-06,SKU008,Sports,162,86.18,STORE_001,5,4,2,1,0,121,0.0,None,None,None,0,None,None,None,0,0,0,0,144.0,162.0,124.85714285714286,128.73333333333332
2024-04-06,SKU009,Sports,81,55.45,STORE_001,5,4,2,1,0,76,0.0,None,None,None,0,None,None,None,0,0,0,0,102.0,91.0,76.42857142857143,76.83333333333333
2024-04-06,SKU010,Sports,291,139.62,STORE_001,5,4,2,1,0,204,0.0,None,None,None,0,None,None,None,0,0,0,0,246.0,264.0,213.71428571428572,217.0
2024-04-06,SKU011,Toys,219,71.16,STORE_001,5,4,2,1,0,187,0.0,None,None,None,0,None,None,None,0,0,0,0,264.0,227.0,201.57142857142858,196.43333333333334
2024-04-06,SKU012,Clothing,220,148.76,STORE_001,5,4,2,1,0,191,-3.19,None,None,None,0,None,None,None,0,0,0,0,243.0,201.0,201.0,210.3
2024-04-06,SKU013,Sports,196,104.22,STORE_001,5,4,2,1,0,197,0.0,None,None,None,0,None,None,None,0,0,0,0,199.0,244.0,203.57142857142858,199.7
2024-04-06,SKU014,Home,294,151.8,STORE_001,5,4,2,1,0,247,0.0,None,None,None,0,None,None,None,0,0,0,0,345.0,326.0,251.14285714285714,251.5
2024-04-06,SKU015,Home,362,59.49,STORE_001,5,4,2,1,0,271,0.0,None,None,None,0,None,None,None,0,0,0,0,319.0,307.0,294.7142857142857,294.6
2024-04-06,SKU016,Sports,123,191.39,STORE_001,5,4,2,1,0,91,0.0,None,None,None,0,None,None,None,0,0,0,0,96.0,101.0,100.57142857142857,95.23333333333333
2024-04-06,SKU017,Beauty,321,468.96,STORE_001,5,4,2,1,0,229,0.0,None,None,None,0,None,None,None,0,0,0,0,227.0,318.0,241.42857142857142,240.8
2024-04-06,SKU018,Stationery,296,93.86,STORE_001,5,4,2,1,0,212,0.0,None,None,None,0,None,None,None,0,0,0,0,273.0,240.0,230.57142857142858,222.26666666666668
2024-04-06,SKU019,Food,214,195.93,STORE_001,5,4,2,1,0,168,0.0,None,None,None,0,None,None,None,0,0,0,0,207.0,200.0,183.0,182.96666666666667
2024-04-06,SKU020,Medicine,142,345.46,STORE_001,5,4,2,1,0,106,0.0,None,None,None,0,None,None,None,0,0,0,0,125.0,159.0,104.85714285714286,108.6
2024-04-06,SKU021,Electronics,109,412.68,STORE_001,5,4,2,1,0,108,0.0,None,None,None,0,None,None,None,0,0,0,0,109.0,165.0,107.0,111.0
2024-04-06,SKU022,Books,141,42.43,STORE_001,5,4,2,1,0,118,0.0,None,None,None,0,None,None,None,0,0,0,0,128.0,125.0,127.28571428571429,123.36666666666666
2024-04-06,SKU023,Stationery,328,361.78,STORE_001,5,4,2,1,0,274,0.0,None,None,None,0,None,None,None,0,0,0,0,332.0,370.0,284.0,285.6666666666667
2024-04-06,SKU024,Toys,159,443.49,STORE_001,5,4,2,1,0,151,0.0,None,None,None,0,None,None,None,0,0,0,0,153.0,196.0,165.71428571428572,161.6
2024-04-06,SKU025,Food,137,78.42,STORE_001,5,4,2,1,0,117,0.0,None,None,None,0,None,None,None,0,0,0,0,132.0,179.0,115.85714285714286,124.3
2024-04-06,SKU026,Medicine,135,376.04,STORE_001,5,4,2,1,0,117,0.0,None,None,None,0,None,None,None,0,0,0,0,134.0,141.0,119.28571428571429,119.66666666666667
2024-04-06,SKU027,Stationery,197,187.38,STORE_001,5,4,2,1,0,152,0.0,None,None,None,0,None,None,None,0,0,0,0,170.0,163.0,172.57142857142858,161.06666666666666
2024-04-06,SKU028,Food,181,251.82,STORE_001,5,4,2,1,0,180,0.0,None,None,None,0,None,None,None,0,0,0,0,204.0,272.0,168.71428571428572,190.5
2024-04-06,SKU029,Clothing,121,269.86,STORE_001,5,4,2,1,0,89,-14.99,None,None,None,0,None,None,None,0,0,0,0,125.0,119.0,103.85714285714286,96.66666666666667
2024-04-06,SKU030,Books,200,41.13,STORE_001,5,4,2,1,0,202,0.0,None,None,None,0,None,None,None,0,0,0,0,212.0,290.0,206.71428571428572,202.73333333333332
2024-04-06,SKU031,Toys,224,133.19,STORE_001,5,4,2,1,0,185,0.0,None,None,None,0,None,None,None,0,0,0,0,202.0,204.0,183.28571428571428,193.2
2024-04-06,SKU032,Electronics,260,363.15,STORE_001,5,4,2,1,0,224,0.0,None,None,None,0,None,None,None,0,0,0,0,270.0,284.0,238.57142857142858,248.26666666666668
2024-04-06,SKU033,Medicine,313,140.74,STORE_001,5,4,2,1,0,242,0.0,None,None,None,0,None,None,None,0,0,0,0,238.0,314.0,269.42857142857144,255.66666666666666
2024-04-06,SKU034,Clothing,137,223.03,STORE_001,5,4,2,1,0,125,0.0,None,None,None,0,None,None,None,0,0,0,0,126.0,139.0,138.28571428571428,135.9
2024-04-06,SKU035,Beauty,404,255.29,STORE_001,5,4,2,1,0,298,0.0,None,None,None,0,None,None,None,0,0,0,0,414.0,335.0,317.42857142857144,309.1666666666667
2024-04-06,SKU036,Clothing,340,316.4,STORE_001,5,4,2,1,0,272,0.0,None,None,None,0,None,None,None,0,0,0,0,292.0,417.0,286.85714285714283,295.1666666666667
2024-04-06,SKU037,Medicine,267,115.66,STORE_001,5,4,2,1,0,205,7.62,None,None,None,0,None,None,None,0,0,0,0,223.0,272.0,227.57142857142858,217.2
2024-04-06,SKU038,Food,266,477.21,STORE_001,5,4,2,1,0,188,0.0,None,None,None,0,None,None,None,0,0,0,0,243.0,289.0,202.0,204.66666666666666
2024-04-06,SKU039,Electronics,256,168.84,STORE_001,5,4,2,1,0,203,0.0,None,None,None,0,None,None,None,0,0,0,0,233.0,280.0,214.71428571428572,219.3
2024-04-06,SKU040,Sports,320,492.81,STORE_001,5,4,2,1,0,274,0.0,None,None,None,0,None,None,None,0,0,0,0,371.0,293.0,297.42857142857144,292.43333333333334
2024-04-06,SKU041,Home,82,128.03,STORE_001,5,4,2,1,0,64,0.0,None,None,None,0,None,None,None,0,0,0,0,76.0,75.0,66.28571428571429,66.33333333333333
2024-04-06,SKU042,Clothing,92,368.63,STORE_001,5,4,2,1,0,71,0.0,None,None,None,0,None,None,None,0,0,0,0,75.0,98.0,75.14285714285714,76.53333333333333
2024-04-06,SKU043,Medicine,332,71.62,STORE_001,5,4,2,1,0,246,0.0,None,None,None,0,None,None,None,0,0,0,0,319.0,363.0,271.14285714285717,252.1
2024-04-06,SKU044,Medicine,95,136.79,STORE_001,5,4,2,1,0,92,-2.21,None,None,None,0,None,None,None,0,0,0,0,88.0,135.0,96.28571428571429,97.13333333333334
2024-04-06,SKU045,Books,379,113.78,STORE_001,5,4,2,1,0,296,0.0,None,None,None,0,None,None,None,0,0,0,0,413.0,332.0,324.85714285714283,313.5
2024-04-06,SKU046,Home,258,162.74,STORE_001,5,4,2,1,0,232,0.0,None,None,None,0,None,None,None,0,0,0,0,305.0,249.0,229.71428571428572,240.36666666666667
